1,it 's like going to a house party and watching the host defend himself against a frothing ex girlfriend you do n't want to call the cops you want to call domino 's
1,contrasting the original ringu with the current americanized adaptation is akin to comparing the evil dead with evil dead ii
1,"fans of critics' darling band wilco will marvel at the sometimes murky , always brooding look of i am trying to break your heart"
1,"greene delivers a typically solid performance in a role that is a bit of a departure from the noble characters he has played in the past , and he is matched by schweig , who carries the film on his broad , handsome shoulders"
1,"a wonderful , ghastly film"
1,people cinema at its finest
1,"one of the funniest motion pictures of the year , but also one of the most curiously depressing"
1,"steven soderbergh 's digital video experiment is a clever and cutting , quick and dirty look at modern living and movie life"
1,suffers from its timid parsing of the barn side target of sons trying to breach gaps in their relationships with their fathers
1,a moving and important film
1,"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink it 's the ultimate redneck road trip"
1,"all comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad"
1,only two words will tell you what you know when deciding to see it anthony hopkins
1,it 's a coming of age story we 've all seen bits of in other films but it 's rarely been told with such affecting grace and cultural specificity
1,"for those who are intrigued by politics of the '70s , the film is every bit as fascinating as it is flawed"
1,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut bustingly funny and crushingly depressing"
1,a clever script and skilled actors bring new energy to the familiar topic of office politics
1,"nettelbeck has crafted an engaging fantasy of flavours and emotions , one part romance novel , one part recipe book"
1,"i admired it , particularly that unexpected downer of an ending"
1,"the film 's almost unbearable portrait of sadness and grief transcends its specific story to speak to the ways in which need , history and presumption tangle , and sometimes destroy , blood ties"
1,"payne constructs a hilarious ode to middle america and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human"
1,the first half bursts with a goofy energy previous disney films only used for a few minutes here and there
1,"about schmidt is nicholson 's goofy , heartfelt , mesmerizing king lear"
1,"a smart , provocative drama that does the nearly impossible it gets under the skin of a man we only know as an evil , monstrous lunatic"
1,see it debate it remember it
1,"it 's tough to watch , but it 's a fantastic movie"
1,exciting documentary
1,cut through the layers of soap opera emotion and you find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most
1,highly engaging
1,succeeds only because bullock and grant were made to share the silver screen
1,mazel tov to a film about a family 's joyous life acting on the yiddish stage
1,"it celebrates the group 's playful spark of nonconformity , glancing vividly back at what hibiscus grandly called his 'angels of light '"
1,strange and beautiful film
1,makes an aborbing if arguable case for the man 's greatness
1,"though intrepid in exploring an attraction that crosses sexual identity , ozpetek falls short in showing us antonia 's true emotions but at the very least , his secret life will leave you thinking"
1,the amazing film work is so convincing that by movies' end you 'll swear you are wet in some places and feel sand creeping in others
1,it 's a great deal of sizzle and very little steak but what spectacular sizzle it is ! in this incarnation its fizz is infectious
1,an indispensable peek at the art and the agony of making people laugh
1,"it is different from others in its genre in that it is does not rely on dumb gags , anatomical humor , or character cliches it primarily relies on character to tell its story"
1,"britney has been delivered to the big screen safe and sound , the way we like our 20 year old superstar girls to travel on the fame freeway"
1,"a visually seductive , unrepentantly trashy take on rice 's second installment of her vampire chronicles"
1,graced with the kind of social texture and realism that would be foreign in american teen comedies
1,what makes esther kahn so demanding is that it progresses in such a low key manner that it risks monotony but it 's worth the concentration
1,anyone who ever fantasized about space travel but ca n't afford the 20 million ticket to ride a russian rocket should catch this imax offering
1,thoroughly enjoyable
1,"a terrific b movie in fact , the best in recent memory"
1,a film in a class with spike lee 's masterful do the right thing
1,"building slowly and subtly , the film , sporting a breezy spontaneity and realistically drawn characterizations , develops into a significant character study that is both moving and wise"
1,"you watch for that sense of openness , the little surprises"
1,"gulpilil is a commanding screen presence , and his character 's abundant humanism makes him the film 's moral compass"
1,"it 's not a great monster movie but if you 've paid a matinee price and bought a big tub of popcorn , there 's guilty fun to be had here chomp chomp !"
1,heaven is a haunting dramatization of a couple 's moral ascension
1,"while some will object to the idea of a vietnam picture with such a rah rah , patriotic tone , soldiers ultimately achieves its main strategic objective dramatizing the human cost of the conflict that came to define a generation"
1,"to honestly address the flaws inherent in how medical aid is made available to american workers , a more balanced or fair portrayal of both sides will be needed"
1,an ingenious and often harrowing look at damaged people and how families can offer either despair or consolation
1,"it 's the best film of the year so far , the benchmark against which all other best picture contenders should be measured"
1,"on its own , big trouble could be considered a funny little film"
1,there 's no reason to miss interview with the assassin
1,just about the surest bet for an all around good time at the movies this summer
1,"if you 're not totally weirded out by the notion of cinema as community therapy spectacle , quitting hits home with disorienting force"
1,jeffrey tambor 's performance as the intelligent jazz playing exterminator is oscar worthy
1,"despite its old hat set up and predictable plot , empire still has enough moments to keep it entertaining"
1,"more than anything else , kissing jessica stein injects freshness and spirit into the romantic comedy genre , which has been held hostage by generic scripts that seek to remake sleepless in seattle again and again"
1,pray 's film works well and will appeal even to those who are n't too familiar with turntablism
1,jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers
1,a stirring road movie
1,"suspend your disbelief here and now , or you 'll be shaking your head all the way to the credits"
1,effective but too tepid biopic
1,the film is darkly funny in its observation of just how much more grueling and time consuming the illusion of work is than actual work
1,one of the funnier movies in town
1,has an immediacy and an intimacy that sucks you in and dares you not to believe it 's all true
1,fans of the modern day hong kong action film finally have the worthy successor to a better tomorrow and the killer which they have been patiently waiting for
1,"it 's a good film , but it falls short of its aspiration to be a true 'epic'"
1,its rawness and vitality give it considerable punch
1,"take any 12 year old boy to see this picture , and he 'll be your slave for a year"
1,"a rather brilliant little cult item a pastiche of children 's entertainment , superhero comics , and japanese animation"
1,"both exuberantly romantic and serenely melancholy , what time is it there \? may prove to be tsai 's masterpiece"
1,a compelling story of musical passion against governmental odds
1,"invigorating , surreal , and resonant with a rainbow of emotion"
1,"a resonant tale of racism , revenge and retribution"
1,"frei assembles a fascinating profile of a deeply humanistic artist who , in spite of all that he 's witnessed , remains surprisingly idealistic , and retains an extraordinary faith in the ability of images to communicate the truth of the world around him"
1,"mr polanski is in his element here alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival"
1,"at nearly three hours , the whole of safe conduct is less than the sum of its parts"
1,"that rare documentary that incorporates so much of human experience drama , conflict , tears and surprise that it transcends the normal divisions between fiction and nonfiction film"
1,the film grows on you and how
1,"what makes the movie work to an admittedly limited extent is the commitment of two genuinely engaging performers weaver and lapaglia are both excellent , in the kind of low key way that allows us to forget that they are actually movie folk"
1,"a subtle , humorous , illuminating study of politics , power and social mobility"
1,"steers , in his feature film debut , has created a brilliant motion picture"
1,"wickedly funny , visually engrossing , never boring , this movie challenges us to think about the ways we consume pop culture"
1,"a plethora of engaging diatribes on the meaning of 'home , ' delivered in grand passion by the members of the various households"
1,"altogether , this is successful as a film , while at the same time being a most touching reconsideration of the familiar masterpiece"
1,impresses you with its open endedness and surprises
1,"although occasionally static to the point of resembling a stage play , the film delivers a solid mixture of sweetness and laughs"
1,"full of bland hotels , highways , parking lots , with some glimpses of nature and family warmth , time out is a discreet moan of despair about entrapment in the maze of modern life"
1,"its compelling mix of trial movie , escape movie and unexpected fable ensures the film never feels draggy"
1,the paradiso 's rusted out ruin and ultimate collapse during the film 's final \( restored \) third emotionally belittle a cinema classic sometimes shorter is better
1,"the script 's snazzy dialogue establishes a realistic atmosphere that involves us in the unfolding crisis , but the lazy plotting ensures that little of our emotional investment pays off"
1,the second chapter of the harry potter series is even more magical than the first and simply the best family film of the year
1,but this is lohman 's film her performance moves between heartbreak and rebellion as she continually tries to accommodate to fit in and gain the unconditional love she seeks
1,"anchored by a terrific performance by abbass , satin rouge shows that the idea of women 's self actualization knows few continental divides"
1,scherfig has made a movie that will leave you wondering about the characters' lives after the clever credits roll
1,great fun both for sports aficionados and for ordinary louts whose idea of exercise is climbing the steps of a stadium seat megaplex
1,"the whole mildly pleasant outing the r rating is for brief nudity and a grisly corpse remains aloft not on its own self referential hot air , but on the inspired performance of tim allen"
1,several degrees shy of the gross out contests one expects from current teen fare
1,certainly the performances are worthwhile
1,"there 's a disreputable air about the whole thing , and that 's what makes it irresistible"
1,"wonder , hope and magic can never escape the heart of the boy when the right movie comes along , especially if it begins with the name of star wars"
1,"buy is an accomplished actress , and this is a big , juicy role"
1,this one is strictly a lightweight escapist film
1,"it 's something of the ultimate scorsese film , with all the stomach turning violence , colorful new york gang lore and other hallmarks of his personal cinema painted on their largest ever historical canvas"
1,the movie is a trove of delights
1,"an elegant , exquisitely modulated psychological thriller"
1,you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report
1,intimate and panoramic
1,an exquisitely crafted and acted tale
1,"still pretentious and filled with subtext , but entertaining enough at 'face value' to recommend to anyone looking for something different"
1,"an amusing , breezily apolitical documentary about life on the campaign trail"
1,a very capable nailbiter
1,this is one of those war movies that focuses on human interaction rather than battle and action sequences and it 's all the stronger because of it
1,"stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , and the large cast is solid"
1,"maggie smith as the ya ya member with the o2 tank will absolutely crack you up with her crass , then gasp for gas , verbal deportment"
1,"entirely suspenseful , extremely well paced and ultimately dare i say , entertaining !"
1,"we can see the wheels turning , and we might resent it sometimes , but this is still a nice little picture , made by bright and friendly souls with a lot of good cheer"
1,foster breathes life into a roll that could have otherwise been bland and run of the mill
1,"'possession , ' based on the book by a s byatt , demands that labute deal with the subject of love head on trading in his cynicism for reverence and a little wit"
1,"watching these two actors play against each other so intensely , but with restraint , is a treat"
1,it 's no accident that the accidental spy is a solid action pic that returns the martial arts master to top form
1,a masterpiece four years in the making
1,"if reno is to the left of liberal on the political spectrum , her tough , funny , rather chaotic show is n't subversive so much as it is nit picky about the hypocrisies of our time"
1,"angel presents events partly from the perspective of aurelie and christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale"
1,while the plot follows a predictable connect the dots course director john schultz colors the picture in some evocative shades
1,"a witty , whimsical feature debut"
1,an extraordinary swedish film about the soul adventure of marriage the kind of intimate and character driven film that bille august does best
1,"the word that comes to mind , while watching eric rohmer 's tribute to a courageous scottish lady , is painterly"
1,"each of these stories has the potential for touched by an angel simplicity and sappiness , but thirteen conversations about one thing , for all its generosity and optimism , never resorts to easy feel good sentiments"
1,"fast , frantic and fun , but also soon forgotten"
1,"not so much a movie as a picture book for the big screen this is n't my favorite in the series , still i enjoyed it enough to recommend"
1,"audiences are advised to sit near the back and squint to avoid noticing some truly egregious lip non synching , but otherwise the production is suitably elegant"
1,could this be the first major studio production shot on video tape instead of film \?
1,for most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche
1,"though overall an overwhelmingly positive portrayal , the film does n't ignore the more problematic aspects of brown 's life"
1,watstein handily directs and edits around his screenplay 's sappier elements and sustains off the hook 's buildup with remarkable assuredness for a first timer
1,"it 's a testament to de niro and director michael caton jones that by movie 's end , we accept the characters and the film , flaws and all"
1,evokes the 19th century with a subtlety that is an object lesson in period filmmaking
1,"una pel cula oscura , precisa , por momentos grandiosa y casi siempre conmovedora"
1,it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters
1,"leigh is one of the rare directors who feels acting is the heart and soul of cinema he allows his cast members to make creative contributions to the story and dialogue this method almost never fails him , and it works superbly here"
1,"a reminder that beyond all the hype and recent digital glitz , spielberg knows how to tell us about people"
1,"the principals in this cast are all fine , but bishop and stevenson are standouts"
1,an average coming of age tale elevated by the wholesome twist of a pesky mother interfering during her son 's discovery of his homosexuality
1,"in scope , ambition and accomplishment , children of the century takes kurys' career to a whole new level"
1,"there are moments in this account of the life of artist frida kahlo that are among cinema 's finest this year unfortunately , they 're sandwiched in between the most impossibly dry account of kahlo 's life imaginable"
1,my wife is an actress works as well as it does because the leads are such a companionable couple
1,myers has turned his franchise into the movie version of an adolescent dirty joke book done up in post tarantino pop culture riffs
1,"the way the roundelay of partners functions , and the interplay within partnerships and among partnerships and the general air of gator bashing are consistently delightful"
1,you walk out of the good girl with mixed emotions disapproval of justine combined with a tinge of understanding for her actions
1,"lohman adapts to the changes required of her , but the actress and director peter kosminsky never get the audience to break through the wall her character erects"
1,a delightful entree in the tradition of food movies
1,"skin of man gets a few cheap shocks from its kids in peril theatrics , but it also taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults"
1,"it 's good , hard edged stuff , violent and a bit exploitative but also nicely done , morally alert and street smart"
1,"\( danny huston gives \) an astounding performance that deftly , gradually reveals a real human soul buried beneath a spellbinding serpent 's smirk"
1,"harsh , effective documentary on life in the israeli occupied palestinian territories"
1,"the case is a convincing one , and should give anyone with a conscience reason to pause"
1,dogtown z boys evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of james dean
1,"between the drama of cube \? s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results"
1,the entire cast is extraordinarily good
1,"an impossible romance , but we root for the patronized iranian lad"
1,"a sharp , amusing study of the cult of celebrity"
1,"on the surface a silly comedy , scotland , pa would be forgettable if it were n't such a clever adaptation of the bard 's tragic play"
1,"this film is so different from the apple and so striking that it can only encourage us to see samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success"
1,"a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick , and our hearts go out to them as both continue to negotiate their imperfect , love hate relationship"
1,"shamelessly resorting to pee related sight gags that might even cause tom green a grimace still , myer 's energy and the silliness of it all eventually prevail"
1,"this is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style"
1,go see it and enjoy
1,it inspires a continuing and deeply satisfying awareness of the best movies as monumental 'picture shows '
1,"the wwii drama is well plotted , visually striking and filled with enjoyably complex characters who are never what they first appear"
1,"the stripped down dramatic constructs , austere imagery and abstract characters are equal parts poetry and politics , obvious at times but evocative and heartfelt"
1,the draw for big bad love is a solid performance by arliss howard
1,a very funny romantic comedy about two skittish new york middle agers who stumble into a relationship and then struggle furiously with their fears and foibles
1,a lesson in prehistoric hilarity
1,broomfield turns his distinctive 'blundering' style into something that could really help clear up the case
1,"passionate , irrational , long suffering but cruel as a tarantula , helga figures prominently in this movie , and helps keep the proceedings as funny for grown ups as for rugrats"
1,a tremendous piece of work
1,"overall , it 's a wacky and inspired little film that works effortlessly at delivering genuine , acerbic laughs"
1,"slow and ponderous , but rohmer 's drama builds to an intense indoor drama about compassion , sacrifice , and christian love in the face of political corruption"
1,"straightforward and old fashioned in the best possible senses of both those words , possession is a movie that puts itself squarely in the service of the lovers who inhabit it"
1,most of the things that made the original men in black such a pleasure are still there
1,"more intimate than spectacular , e t is carried less by wow factors than by its funny , moving yarn that holds up well after two decades"
1,"as a singular character study , it 's perfect it 's also the year 's sweetest movie"
1,"martin and barbara are complex characters sometimes tender , sometimes angry and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid"
1,"a sensitive , cultivated treatment of greene 's work as well as a remarkably faithful one"
1,"charles' entertaining film chronicles seinfeld 's return to stand up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams' attempts to get his shot at the big time"
1,at once disarmingly straightforward and strikingly devious
1,"woody allen 's latest is an ambling , broad comedy about all there is to love and hate about the movie biz"
1,buy popcorn take nothing seriously and enjoy the ride
1,"a smart , witty follow up"
1,"the film 's 45 minute running time stops shy of overkill , though viewers may be more exhausted than the athletes onscreen"
1,family fare
1,adaptation is simply brilliant
1,"film ca n't quite maintain its initial momentum , but remains sporadically funny throughout"
1,"assayas' ambitious , sometimes beautiful adaptation of jacques chardonne 's novel"
1,"neither the funniest film that eddie murphy nor robert de niro has ever made , showtime is nevertheless efficiently amusing for a good while before it collapses into exactly the kind of buddy cop comedy it set out to lampoon , anyway"
1,you should pay nine bucks for this because you can hear about suffering afghan refugees on the news and still be unaffected dramas like this make it human
1,you never know where changing lanes is going to take you but it 's a heck of a ride samuel l jackson is one of the best actors there is
1,"good car chases , great fight scenes , and a distinctive blend of european , american and asian influences"
1,"the inhospitability of the land emphasizes the spare precision of the narratives and helps to give them an atavistic power , as if they were tales that had been handed down since the beginning of time"
1,"while not quite shrek or monsters , inc , it 's not too bad it 's worth taking the kids to"
1,"shanghai ghetto , much stranger than any fiction , brings this unknown slice of history affectingly to life"
1,"it may not be particularly innovative , but the film 's crisp , unaffected style and air of gentle longing make it unexpectedly rewarding"
1,kinnear 's performance is a career defining revelation
1,"despite its flaws , secretary stays in your head and makes you question your own firmly held positions"
1,to get at the root psychology of this film would require many sessions on the couch of dr freud
1,"jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory"
1,a creaky staircase gothic
1,"though its story is only surface deep , the visuals and enveloping sounds of blue crush make this surprisingly decent flick worth a summertime look see"
1,"it 's like rocky and bullwinkle on speed , but that 's neither completely enlightening , nor does it catch the intensity of the movie 's strangeness"
1,"broomfield is energized by volletta wallace 's maternal fury , her fearlessness , and because of that , his film crackles"
1,"a splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience"
1,"in addition to hoffman 's powerful acting clinic , this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt , or will feel someday"
1,"even if it pushes its agenda too forcefully , this remains a film about something , one that attempts and often achieves a level of connection and concern"
1,fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense
1,"one of the finest , most humane and important holocaust movies ever made"
1,"a distinguished and thoughtful film , marked by acute writing and a host of splendid performances"
1,"godard has never made a more sheerly beautiful film than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence"
1,"like kissing jessica stein , amy 's orgasm has a key strength in its willingness to explore its principal characters with honesty , insight and humor"
1,"this cheery , down to earth film is warm with the cozy feeling of relaxing around old friends"
1,one of the very best movies ever made about the life of moviemaking
1,a fleet footed and pleasingly upbeat family diversion
1,"irwin is so earnest that it 's hard to resist his pleas to spare wildlife and respect their environs there are far worse messages to teach a young audience , which will probably be perfectly happy with the sloppy slapstick comedy"
1,"this is mostly well constructed fluff , which is all it seems intended to be"
1,"while this gentle and affecting melodrama will have luvvies in raptures , it 's far too slight and introspective to appeal to anything wider than a niche audience"
1,"a stirring , funny and finally transporting re imagining of beauty and the beast and 1930s horror films"
1,"fairy tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm"
1,"if you can get past the taboo subject matter , it will be well worth your time"
1,there are moments of hilarity to be had
1,"neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula"
1,"a captivatingly quirky hybrid of character portrait , romantic comedy and beat the clock thriller"
1,a thriller made from a completist 's checklist rather than with a cultist 's passion
1,an endearingly offbeat romantic comedy with a great meet cute gimmick
1,an experience so engrossing it is like being buried in a new environment
1,an intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time
1,"sensitively examines general issues of race and justice among the poor , and specifically raises serious questions about the death penalty and asks what good the execution of a mentally challenged woman could possibly do"
1,"in many ways , reminiscent of 1992 's unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue"
1,there 's a lot of tooth in roger dodger but what 's nice is that there 's a casual intelligence that permeates the script
1,"a moving tale of love and destruction in unexpected places , unexamined lives"
1,"a fine , rousing , g rated family film , aimed mainly at little kids but with plenty of entertainment value to keep grown ups from squirming in their seats"
1,"the digital effects reminded me of terry gilliam 's rudimentary old monty python cartoons , in which he would cut out figures from drawings and photographs and paste them together"
1,"the genius of the work speaks volumes , offering up a hallucinatory dreamscape that frustrates and captivates"
1,"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming"
1,trades run of the mill revulsion for extreme unease
1,"in an era where big stars and high production values are standard procedure , narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve"
1,"it is an indelible epic american story about two families , one black and one white , facing change in both their inner and outer lives"
1,"a solid cast , assured direction and complete lack of modern day irony"
1,"the year 's greatest adventure , and jackson 's limited but enthusiastic adaptation has made literature literal without killing its soul a feat any thinking person is bound to appreciate"
1,an edifying glimpse into the wit and revolutionary spirit of these performers and their era
1,nothing short of wonderful with its ten year old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil
1,"throwing caution to the wind with an invitation to the hedonist in us all , nair has constructed this motion picture in such a way that even the most cynical curmudgeon with find himself or herself smiling at one time or another"
1,"n s directed the stage version of elling , and gets fine performances from his two leads who originated the characters on stage"
1,"films are made of little moments changing lanes tries for more it does n't reach them , but the effort is gratefully received"
1,"a b movie you can sit through , enjoy on a certain level and then forget"
1,"other than the slightly flawed \( and fairly unbelievable \) finale , everything else is top shelf"
1,"alain choquart 's camera barely stops moving , portraying both the turmoil of the time and giving conduct a perpetual sense of urgency , which , for a film that takes nearly three hours to unspool , is both funny and irritating"
1,the philosophical musings of the dialogue jar against the tawdry soap opera antics of the film 's action in a way that is surprisingly enjoyable
1,"like the english patient and the unbearable lightness of being , the hours is one of those reputedly unfilmable novels that has bucked the odds to emerge as an exquisite motion picture in its own right"
1,"highly irritating at first , mr koury 's passive technique eventually begins to yield some interesting results"
1,reveals how important our special talents can be when put in service of of others it also shows how deeply felt emotions can draw people together across the walls that might otherwise separate them
1,"the movie ultimately relies a bit too heavily on grandstanding , emotional , rocky like moments but it 's such a warm and charming package that you 'll feel too happy to argue much"
1,the gags are often a stitch
1,an unbelievably fun film just a leading man away from perfection
1,combines a comically dismal social realism with a farcically bawdy fantasy of redemption and regeneration
1,it asks nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up
1,"there are flaws , but also stretches of impact and moments of awe we 're wrapped up in the characters , how they make their choices , and why"
1,"one of the best films i have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense"
1,"thankfully , the film , which skirts that rapidly deteriorating line between fantasy and reality takes a tongue in cheek attitude even as it pushes the croc hunter agenda"
1,"call this the full monty on ice , the underdog sports team formula redux"
1,"this is a smart movie that knows its classical music , knows its freud and knows its sade"
1,"this is a good script , good dialogue , funny even for adults the characters are interesting and often very creatively constructed from figure to backstory the film will play equally well on both the standard and giant screens"
1,"sillier , cuter , and shorter than the first \( as best i remember \) , but still a very good time at the cinema"
1,"hard , endearing , caring , warm bring tissues"
1,"gay or straight , kissing jessica stein is one of the greatest date movies in years"
1,"a beguiling , slow moving parable about the collision of past and present on a remote seacoast in iran"
1,charming and funny \( but ultimately silly \) movie
1,"an entertaining , colorful , action filled crime story with an intimate heart"
1,"though lan yu lacks a sense of dramatic urgency , the film makes up for it with a pleasing verisimilitude"
1,"despite an overwrought ending , the film works as well as it does because of the performances"
1,a well paced and satisfying little drama that deserved better than a direct to video' release
1,"this odd , distant portuguese import more or less borrows from bad lieutenant and les vampires , and comes up with a kind of art house gay porn film"
1,"it 's still adam sandler , and it 's not little nicky and for many of us , that 's good enough"
1,"shainberg weaves a carefully balanced scenario that is controlled by neither character , is weirdly sympathetic to both and manages to be tender and darkly comic"
1,"a tender and touching drama , based on the true story of a troubled african american 's quest to come to terms with his origins , reveals the yearning we all have in our hearts for acceptance within the family circle"
1,"a good , if not entirely fresh , look at war"
1,"chicago offers much colorful eye candy , including the spectacle of gere in his dancing shoes , hoofing and crooning with the best of them"
1,"an enjoyable film for the family , amusing and cute for both adults and kids"
1,this is one of the outstanding thrillers of recent years
1,"as animation increasingly emphasizes the computer and the cool , this is a film that takes a stand in favor of tradition and warmth"
1,a lot smarter than your average bond
1,"13 conversations may be a bit too enigmatic and overly ambitious to be fully successful , but sprecher and her screenwriting partner and sister , karen sprecher , do n't seem ever to run out of ideas"
1,director peter kosminsky gives these women a forum to demonstrate their acting 'chops' and they take full advantage
1,reno himself can take credit for most of the movie 's success he 's one of the few 'cool' actors who never seems aware of his own coolness
1,"really is a pan american movie , with moments of genuine insight into the urban heart"
1,daring and beautifully made
1,"spielberg 's picture is smarter and subtler than total recall and blade runner , although its plot may prove too convoluted for fun seeking summer audiences"
1,one of the most genuinely sweet films to come along in quite some time
1,"brian de palma is utterly mad cinema mad , set piece mad , style mad it 's a beautiful madness"
1,"nine queens is not only than a frighteningly capable debut and genre piece , but also a snapshot of a dangerous political situation on the verge of coming to a head"
1,"stands as one of the year 's most intriguing movie experiences , letting its imagery speak for it while it forces you to ponder anew what a movie can be"
1,"a generation x artifact , capturing a brief era of insanity in the sports arena that surely cannot last"
1,"a sexy , surprising romance idemoto and kim make a gorgeous pair their scenes brim with sexual possibility and emotional danger"
1,"300 years of russian history and culture compressed into an evanescent , seamless and sumptuous stream of consciousness"
1,"though it is by no means his best work , laissez passer is a distinguished and distinctive effort by a bona fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them"
1,"beautifully shot , delicately scored and powered by a set of heartfelt performances , it 's a lyrical endeavour"
1,the symbols float like butterflies and the spinning styx sting like bees i wanted more
1,"somewhat blurred , but kinnear 's performance is razor sharp"
1,"those who love cinema paradiso will find the new scenes interesting , but few will find the movie improved"
1,k 19 stays afloat as decent drama action flick
1,"with an unflappable air of decadent urbanity , everett remains a perfect wildean actor , and a relaxed firth displays impeccable comic skill"
1,"as adapted by kevin molony from simon leys' novel the death of napoleon and directed by alan taylor , napoleon 's journey is interesting but his parisian rebirth is stillborn"
